Carrier,Manufacture,Model,Release_Date,Bulletin_Level,difference,Android_Level_Guessed,build,Year_Phone_Release,Month_Phone_Release,checker
AT&T,Samsung,Galaxy S6,2018-01-26,2018-01-01,25,False,G920AUCU7ERB1 NRD90M.G920AUCU7ERB1 nan,2015,4,01
AT&T,Samsung,Galaxy S6,2018-03-06,2018-02-01,33,True,nan NRD90M.G920AUCS7ERC1Previous nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2015-11-24,2015-11-01,23,False,G925AUCU3BOJ9 LMY47X.G925AUCU3BOJ9 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2016-09-20,2016-08-01,50,False,G925AUCS5DPI1 MMB29K.G925AUCS5DPI1 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2016-09-30,2016-09-01,29,False,G925AUCS5DPJ1 MMB29K.G925AUCS5DPJ1 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2016-10-26,2016-10-01,25,False,G925AUCS5DPK1 MMB29K.G925AUCS5DPK1 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2016-11-22,2016-11-01,21,False,G925AUCS5DPK2 MMB29K.G925AUCS5DPK2 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2017-01-12,2016-12-01,42,False,G925AUCS5DPK5 MMB29K.G925AUCS5DPK5 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2017-02-01,2017-01-01,31,False,G925AUCS6DQC1 MMB29K.G925AUCS6DQC1 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2017-03-27,2017-03-01,26,False,G925AUCU6EQCF NRD90M.G925AUCU6EQCF nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2017-05-03,2017-04-01,32,False,G925AUCS6EQE1 NRD90M.G925AUCS6EQE1 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2017-05-25,2017-05-01,24,False,G925AUCS6EQF1 NRD90M.G925AUCS6EQF1 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2017-06-23,2017-06-01,22,False,G925AUCS6EQG1 NRD90M.G925AUCS6EQG1 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2017-07-25,2017-07-01,24,False,G925AUCS6EQH1 NRD90M.G925AUCS6EQH1 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2017-08-25,2017-08-01,24,False,G925AUCS6EQJ2 NRD90M.G925AUCS6EQJ2 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2017-11-09,2017-10-01,39,False,G925AUCU6EQK3 NRD90M.G925AUCU6EQK3 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2017-12-21,2017-12-01,20,False,G925AUCS7ERA2 NRD90M.G925AUCS7ERA2 nan,2015,4,01
AT&T,Samsung,Galaxy S6 Edge,2018-01-26,2018-01-01,25,False,G925AUCU7ERB1 NRD90M.G925AUCU7ERB1 nan,2015,4,01
AT&T,Samsung,Galaxy S6 active,2016-08-31,2016-08-01,30,False,G890AUCS5CPI4 MMB29K.G890AUCS5CPI4 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2016-09-27,2016-09-01,26,False,G890AUCU5CPK3 MMB29K.G890AUCU5CPK3 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2016-10-25,2016-10-01,24,False,G890AUCS5CPK4 MMB29K.G890AUCS5CPK4 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2016-12-19,2016-11-01,48,False,G890AUCS5CPK5 MMB29K.G890AUCS5CPK5 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2017-01-12,2016-12-01,42,False,G890AUCS6CPK8 MMB29K.G890AUCS6CPK8 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2017-02-08,2017-01-01,38,False,G890AUCU6DQD1 NRD90M.G890AUCU6DQD1 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2017-04-05,2017-03-01,35,False,G890AUCU6DQE1 NRD90M.G890AUCS6DQE1 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2017-05-03,2017-04-01,32,False,G890AUCU6DQF1 NRD90M.G890AUCS6DQF1 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2017-05-26,2017-05-01,25,False,G890AUCU6DQG1 NRD90M.G890AUCS6DQG1 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2017-06-23,2017-06-01,22,False,G890AUCS6DQH1 NRD90M.G890AUCS6DQH1 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2017-07-27,2017-07-01,26,False,G890AUCS6DQJ1 NRD90M.G890AUCS6DQJ1 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2017-08-24,2017-08-01,23,False,G890AUCU6DQK3 NRD90M.G890AUCU6DQK3 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2017-11-10,2017-10-01,40,False,G890AUCS7DRA2 NRD90M.G890AUCS7DRA2 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2017-12-21,2017-12-01,20,False,G890AUCS7DRB1 NRD90M.G890AUCS7DRB1 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2018-01-26,2018-01-01,25,False,G890AUCS7DRC1 NRD90M.G890AUCS7DRC1 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2018-03-09,2018-02-01,36,False,G890AUCS7DRD3 NRD90M.G890AUCS7DRD3 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2018-04-04,2018-03-01,34,False,G890AUCS7DRE1 NRD90M.G890AUCS7DRE1 nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2018-07-02,2018-06-01,31,True,nan NRD90M.G890AUCS7DRF2Previous nan,2015,6,01
AT&T,Samsung,Galaxy S6 active,2018-07-26,2018-07-01,25,False,G890AUCU2AOF3 LRX22G.G890AUCU2AOF3 nan,2015,6,01
AT&T,Samsung,Galaxy S6 edge+,2015-09-15,2015-09-01,14,False,G928AUCU2AO16 LMY47X.G928AUCU2AO16 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2016-08-25,2016-08-01,24,False,G928AUCS3CPJ1 MMB29K. G928AUCS3CPJ1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2016-09-20,2016-09-01,19,False,G928AUCS4CPK1 MMB29K.G928AUCS4CPK1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2016-10-26,2016-10-01,25,False,G928AUCS4CPL1 MMB29K. G928AUCS4CPL1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2016-11-29,2016-11-01,28,False,G928AUCS4CQA1 MMB29K.G928AUCS4CQA1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-01-16,2016-12-01,46,False,G928AUCS4CQB2 MMB29K.G928AUCS4CQB2 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-02-08,2017-01-01,38,False,G928AUCU4EQC6 NRD90M.G928AUCU4EQC6 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-03-20,2017-02-01,47,False,G928AUCS4EQD1 NRD90M.G928AUCS4EQD1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-04-11,2017-03-01,41,False,G928AUCS4EQE1 NRD90M.G928AUCS4EQE1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-04-27,2017-04-01,26,False,G928AUCS4EQF1 NRD90M.G928AUCS4EQF1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-05-25,2017-05-01,24,False,G928AUCS4EQG1 NRD90M.G928AUCS4EQG1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-06-27,2017-06-01,26,False,G928AUCS4EQH1 NRD90M.G928AUCS4EQH1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-07-31,2017-07-01,30,False,G928AUCS4EQJ1 NRD90M.G928AUCS4EQJ1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-08-25,2017-08-01,24,False,G928AUCU4EQK6 NRD90M.G928AUCU4EQK6 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-11-07,2017-10-01,37,False,G928AUCS4EQL1 NRD90M.G928AUCS4EQL1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-12-13,2017-11-01,42,False,G928AUCS5ERA2 NRD90M.G928AUCS5ERA2 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2017-12-27,2017-12-01,26,False,G928AUCS5ERB2 NRD90M.G928AUCS5ERB2 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2018-02-02,2018-01-01,32,False,G928AUCU5ERB5 NRD90M.G928AUCU5ERB5 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2018-03-09,2018-02-01,36,False,G928AUCS5ERD1 NRD90M.G928AUCS5ERD1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2018-03-27,2018-03-01,26,False,G928AUCS5ERE1 NRD90M.G928AUCS5ERE1 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2018-05-07,2018-04-01,36,False,G928AUCS5ERF2 NRD90M.G928AUCS5ERF2 nan,2015,8,01
AT&T,Samsung,Galaxy S6 edge+,2018-05-29,2018-05-01,28,False,G928AUCS5ERG1 NRD90M.G928AUCS5ERG1 nan,2015,8,01
AT&T,Samsung,Galaxy S7,2016-03-18,2016-03-01,17,False,G930AUCS2APC2 nan nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2016-03-18,2016-03-01,17,False,G935AUCU2APD1 MMB29M.G935AUCU2APD1 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2016-05-12,2016-05-01,11,True,G935AUCS2APF2 MMB29M.G935AUCS2APF2 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2016-06-17,2016-06-01,16,False,G935AUCU2APG1 MMB29M.G935AUCU2APG1 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2016-08-25,2016-08-01,24,False,G935AUCS4API2 MMB29M.G935AUCS4API2 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2016-09-26,2016-09-01,25,False,G935AUCU4APJ4 MMB29M. G935AUCS4APJ4 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2016-11-08,2016-10-01,38,False,G935AUCS4APK1 MMB29M. G935AUCS4APK1 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2016-11-18,2016-11-01,17,False,G935AUCU4BQA6 NRD90M.G935AUCU4BQA6 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2017-02-17,2017-02-01,16,False,G935AUCS4BQC2 NRD90M.G935AUCS4BQC2 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2017-03-27,2017-03-01,26,False,G935AUCU4BQD4 NRD90M.G935AUCU4BQD4 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2017-05-10,2017-04-01,39,False,G935AUCS4BQE1 7.0/NRD90M/G935AUCS4BQE1 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2017-05-23,2017-05-01,22,False,G935AUCU4BQF3 NRD90M.G935AUCU4BQF3 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2017-07-06,2017-06-01,35,False,G935AUCU4BQG1 NRD90M.G935AUCU4BQG1 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2017-08-08,2017-07-01,38,False,G935AUCS4BQH1 NRD90M.G935AUCS4BQH1 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2017-08-28,2017-08-01,27,False,G935AUCS4BQJ2 NRD90M.G935AUCS4BQJ2 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2017-10-26,2017-10-01,25,False,G935AUCU4BQK2 NRD90M.G935AUCU4BQK2 nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2017-12-08,2017-11-01,37,False,G935AUCS4BQL1 nan nan,2016,3,01
AT&T,Samsung,Galaxy S7 Edge,2018-05-29,2018-05-01,28,True,G935AUCS2APC2 MMB29M.G935AUCS2APC2 nan,2016,3,01
AT&T,Samsung,Galaxy S7 active,2016-08-09,2016-08-01,8,False,G891AUCS1APH1 nan nan,2016,6,01
AT&T,Samsung,Galaxy S8,2017-04-21,2017-04-01,20,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2017-06-13,2017-05-01,43,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2017-06-22,2017-06-01,21,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2017-07-20,2017-07-01,19,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2017-08-21,2017-08-01,20,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2017-11-08,2017-10-01,38,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2017-12-08,2017-11-01,37,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2017-12-27,2017-12-01,26,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-03-09,2018-02-01,36,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-03-31,2018-03-01,30,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-05-09,2018-04-01,38,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-05-23,2018-05-01,22,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-06-19,2018-06-01,18,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-07-16,2018-07-01,15,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-08-30,2018-08-01,29,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-09-25,2018-09-01,24,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-10-26,2018-10-01,25,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-12-05,2018-11-01,34,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2018-12-31,2018-12-01,30,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2019-01-28,2019-01-01,27,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2019-03-05,2019-02-01,32,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2019-03-28,2019-03-01,27,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8,2019-05-08,2019-04-01,37,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8 Active,2017-08-09,2017-08-01,8,False,G892AUCU1AQG4 nan nan,2017,8,01
AT&T,Samsung,Galaxy S8+,2017-04-21,2017-04-01,20,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2017-06-13,2017-05-01,43,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2017-06-22,2017-06-01,21,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2017-07-20,2017-07-01,19,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2017-08-21,2017-08-01,20,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2017-11-08,2017-10-01,38,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2017-12-08,2017-11-01,37,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2017-12-27,2017-12-01,26,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-03-09,2018-02-01,36,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-03-31,2018-03-01,30,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-05-09,2018-04-01,38,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-05-23,2018-05-01,22,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-06-19,2018-06-01,18,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-07-16,2018-07-01,15,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-08-30,2018-08-01,29,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-09-25,2018-09-01,24,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-10-26,2018-10-01,25,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-12-05,2018-11-01,34,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2018-12-31,2018-12-01,30,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2019-01-28,2019-01-01,27,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2019-03-05,2019-02-01,32,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2019-03-28,2019-03-01,27,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S8+,2019-05-08,2019-04-01,37,,nan nan nan,2017,4,01
AT&T,Samsung,Galaxy S9,2018-03-16,2018-03-01,15,,nan nan nan,2018,3,01
AT&T,Samsung,Galaxy S9+,2018-03-16,2018-03-01,15,,nan nan nan,2018,3,01
AT&T,ZTE,Maven,2015-12-10,2015-12-01,9,False,Z812H01 Z812V1.0.0B20 Z812V1.0.0B20,2015,6,01
AT&T,ZTE,Maven,2016-09-30,2016-09-01,29,False,Z812H01 Z812V1.0.0B24 nan,2015,6,01
AT&T,ZTE,Maven,2016-12-12,2016-11-01,41,False,Z812H01 Z812V1.0.0B25 nan,2015,6,01
AT&T,ZTE,Maven,2017-03-21,2017-03-01,20,False,Z812H01 Z812V1.0.0B26 nan,2015,6,01
AT&T,ZTE,Maven,2017-06-19,2017-06-01,18,False,Z812H01 Z812V1.0.0B27 nan,2015,6,01
AT&T,ZTE,Maven,2018-02-21,2018-02-01,20,True,nan Z812V1.0.0B29File nan,2015,6,01
AT&T,ZTE,Maven,2018-08-01,2018-05-01,92,False,Z812H01 Z812V1.0.0B19 Z812V1.0.0B19,2015,6,01
AT&T,ZTE,Maven 2,2016-11-01,2016-10-01,31,False,Z831H01 Z831V1.0.0B19 nan,2017,7,01
AT&T,ZTE,Maven 2,2016-11-01,2016-11-01,0,False,Z831H01 Z831V1.0.0B18 nan,2017,7,01
AT&T,ZTE,Maven 2,2017-03-27,2017-03-01,26,False,Z831H01 Z831V1.0.0B30 nan,2017,7,01
AT&T,ZTE,Maven 2,2017-08-01,2017-06-01,61,False,Z831H01 Z831V1.0.0B31 nan,2017,7,01
AT&T,ZTE,Maven 2,2017-09-25,2017-09-01,24,False,Z831H01 Z831V1.0.0B32 nan,2017,7,01
AT&T,ZTE,Maven 2,2017-12-12,2017-11-01,41,False,Z831H01 Z831V1.0.0B34 nan,2017,7,01
AT&T,ZTE,Maven 2,2019-05-02,2019-03-01,62,False,Z831H01 Z831V1.0.0B17 nan,2017,7,01
AT&T,ZTE,ZTE Axon M,2019-10-01,2019-09-01,30,False,nan Z999V1.0.0B35 nan,2017,11,01
AT&T,ZTE,ZTE Axon M,2019-10-02,2019-10-01,1,False,Z999H01 Z999V1.0.0B22 nan,2017,11,01
Sprint,BlackBerry,BlackBerry KEYone,2019-01-11,2019-01-01,10,False,BBB100-3V016,2017,4,01
Sprint,BlackBerry,BlackBerry KEYone,2019-02-06,2019-02-01,5,False,BBB100-3V017,2017,4,01
Sprint,BlackBerry,BlackBerry KEYone,2019-04-22,2019-04-01,21,False,BBB100-3V019,2017,4,01
Sprint,CAT,S48C,2019-03-11,2019-02-01,38,False,S0206121.0_S48c_0.026.00,2018,11,01
Sprint,CAT,S48C,2019-05-28,2019-04-01,57,True,S0206121.0_S48c_0.030.00,2018,11,01
Sprint,Coolpad,Illumina,2018-12-21,2018-11-01,50,False,3310A.SPRINT.181103.0S,2018,10,01
Sprint,Coolpad,Illumina,2019-02-05,2019-01-01,35,False,3310A.SPRINT.190108.0S,2018,10,01
Sprint,Coolpad,Legacy Go,2019-02-22,2019-02-01,21,False,3310A.SPRINT.190213.0S,2019,5,01
Sprint,Essential,Essential PH-1,2019-01-07,2019-01-01,6,False,PPR1.181005.116,2017,8,01
Sprint,Essential,Essential PH-1,2019-02-08,2019-02-01,7,True,PQ1A.190105.014,2017,8,01
Sprint,Essential,Essential PH-1,2019-04-01,2019-04-01,0,False,PQ1A.190105.045,2017,8,01
Sprint,Essential,Essential PH-1,2019-05-06,2019-05-01,5,True,PQ1A.190105.058,2017,8,01
Sprint,Essential,Essential PH-1,2019-06-03,2019-06-01,2,False,PQ1A.190105.077,2017,8,01
Sprint,Essential,Essential PH-1,2019-10-21,2019-10-01,20,False,QP1A.190711.148,2017,8,01
Sprint,Essential,Essential PH-1,2019-11-04,2019-11-01,3,False,QP1A.191005.014,2017,8,01
Sprint,Essential,Essential PH-1,2019-12-16,2019-12-01,15,False,QQ1A.191205.017,2017,8,01
Sprint,Google,Pixel 3,2019-05-08,2019-05-01,7,False,PQ3A.190505.002,2018,11,01
Sprint,Google,Pixel 3 XL,2019-05-08,2019-05-01,7,False,PQ3A.190505.002,2018,11,01
Sprint,HTC,10,2016-08-31,2016-08-01,30,True,1.80.651.6,2016,4,01
Sprint,HTC,One A9,2016-06-15,2016-06-01,14,True,1.60.651.4,2015,11,01
Sprint,HTC,One E8,2016-08-17,2016-08-01,16,True,3.10.651.6,2014,6,01
Sprint,HTC,One M9,2016-08-31,2016-08-01,30,True,3.41.651.13,2015,3,01
Sprint,HTC,U 11,2017-08-30,2017-08-01,29,True,1.28.651.3,2017,6,01
Sprint,Huawei,Nexus 6p,2015-12-07,2015-11-01,36,True,MMB29M,2015,9,01
Sprint,Huawei,Nexus 6p,2016-01-04,2016-01-01,3,True,MMB29P,2015,9,01
Sprint,Huawei,Nexus 6p,2016-02-01,2016-02-01,0,False,MMB29Q,2015,9,01
Sprint,Huawei,Nexus 6p,2016-04-04,2016-03-01,34,True,MHC19Q,2015,9,01
Sprint,Huawei,Nexus 6p,2016-05-02,2016-04-01,31,False,MCT19T,2015,9,01
Sprint,Huawei,Nexus 6p,2016-06-06,2016-06-01,5,True,MCT19V,2015,9,01
Sprint,Huawei,Nexus 6p,2016-08-01,2016-08-01,0,True,MTC20F,2015,9,01
Sprint,Huawei,Nexus 6p,2017-02-06,2017-02-01,5,True,N4F26O,2015,9,01
Sprint,Huawei,Nexus 6p,2017-03-06,2017-03-01,5,True,N4F26T,2015,9,01
Sprint,Kyocera,Hydro Vibe,2016-01-12,2016-01-01,11,True,2.050SP,2014,5,01
Sprint,LG,Flex 2,2016-05-31,2016-05-01,30,True,LS996ZVB,2015,1,01
Sprint,LG,G Pad F2 8.0,2018-06-29,2018-06-01,28,True,LK46010k,2017,10,01
Sprint,LG,G Stylo,2016-05-23,2016-05-01,22,True,LS775ZV4,2015,5,01
Sprint,LG,G Stylo,2016-07-19,2016-07-01,18,True,LS770ZV9,2015,5,01
Sprint,LG,G Stylo,2017-02-07,2017-02-01,6,True,LS770ZVB,2015,5,01
Sprint,LG,G3,2016-10-03,2016-10-01,2,True,LS990ZVF,2014,5,01
Sprint,LG,G3,2017-11-28,2017-11-01,27,True,LS990ZVI,2014,5,01
Sprint,LG,G4,2017-06-13,2017-05-01,43,False,LS991ZVG,2015,4,01
Sprint,LG,G4,2017-09-29,2017-09-01,28,True,LS991ZVI,2015,4,01
Sprint,LG,G5,2016-08-02,2016-08-01,1,True,LS992ZV4,2016,4,01
Sprint,LG,G5,2017-11-28,2017-11-01,27,True,LS992ZVD,2016,4,01
Sprint,LG,G6,2017-06-27,2017-06-01,26,True,LS993ZV6,2017,3,01
Sprint,LG,G6,2017-10-03,2017-10-01,2,True,LS993ZV8,2017,3,01
Sprint,LG,G6,2017-11-21,2017-11-01,20,True,LS993ZV9,2017,3,01
Sprint,LG,G6,2018-01-23,2018-01-01,22,True,LS993ZVA,2017,3,01
Sprint,LG,G6,2018-05-29,2018-05-01,28,False,LS993ZVB,2017,3,01
Sprint,LG,G6,2018-09-14,2018-08-01,44,True,LS993ZVC,2017,3,01
Sprint,LG,G6,2018-10-30,2018-10-01,29,True,LS993ZVD,2017,3,01
Sprint,LG,G6,2018-11-06,2018-11-01,5,True,Q710P11d,2017,3,01
Sprint,LG,G6,2019-01-02,2018-12-01,32,False,LS993ZVE,2017,3,01
Sprint,LG,G8 ThinQ,2019-04-15,2019-04-01,14,False,G820U10i,2019,4,01
Sprint,LG,K30,2018-09-14,2018-08-01,44,True,X410PM10h,2018,5,01
Sprint,LG,K30,2018-11-27,2018-11-01,26,False,X410PM10m,2018,5,01
Sprint,LG,K30,2019-02-12,2019-01-01,42,False,X410PM10s,2018,5,01
Sprint,LG,K30,2019-04-09,2019-03-01,39,True,X410PM10t,2018,5,01
Sprint,LG,LG G Pad 7,2017-01-30,2017-01-01,29,True,LK430ZV6,2014,7,01
Sprint,LG,LG G7 ThinQ,2018-07-24,2018-07-01,23,True,G710P10b,2018,5,01
Sprint,LG,LG G7 ThinQ,2018-11-27,2018-11-01,26,False,G710P13a,2018,5,01
Sprint,LG,LG G7 ThinQ,2019-02-26,2019-02-01,25,False,G710PM14b,2018,5,01
Sprint,LG,LG G7 ThinQ,2019-05-07,2019-03-01,67,True,G710PM15b,2018,5,01
Sprint,LG,LG G7 ThinQ,2019-08-27,2019-08-01,26,False,G710P17a,2018,5,01
Sprint,LG,LG G7 ThinQ,2019-10-29,2019-10-01,28,False,G710P18a,2018,5,01
Sprint,LG,LG Stylo 2,2017-02-14,2017-02-01,13,True,LS775ZV9,2016,5,01
Sprint,LG,LG Stylo 3,2017-07-12,2017-07-01,11,True,LS777ZV6,2017,3,01
Sprint,LG,LG Stylo 3,2017-09-29,2017-09-01,28,True,LS777ZV7,2017,3,01
Sprint,LG,LG Stylo 3,2017-12-18,2017-12-01,17,True,LS777ZV9,2017,3,01
Sprint,LG,LG Stylo 3,2018-02-05,2018-02-01,4,True,LS777ZVA,2017,3,01
Sprint,LG,LG Stylo 3,2018-04-03,2018-04-01,2,True,LS777ZVC,2017,3,01
Sprint,LG,LG Stylo 3,2018-09-20,2018-09-01,19,True,LS777ZVF,2017,3,01
Sprint,LG,LG Stylo 3,2018-11-27,2018-11-01,26,False,LS777ZVG,2017,3,01
Sprint,LG,LG Stylo 3,2019-01-24,2019-01-01,23,False,LS777ZVH,2017,3,01
Sprint,LG,LG Stylo 4,2019-01-29,2019-01-01,28,False,Q710P11f,2018,6,01
Sprint,LG,LG Stylo 4,2019-03-27,2019-03-01,26,True,Q710P11g,2018,6,01
Sprint,LG,LG Stylo 4,2019-05-19,2019-05-01,18,False,Q710P11h,2018,6,01
Sprint,LG,LG Stylo 4,2019-12-23,2019-12-01,22,True,Q710P11I,2018,6,01
Sprint,LG,LG Stylo 4+,2018-09-25,2018-09-01,24,True,Q710P11b,2018,6,01
Sprint,LG,LG Stylo 4+,2019-01-28,2019-01-01,27,False,Q710P11f,2018,6,01
Sprint,LG,LG Stylo 4+,2019-03-27,2019-03-01,26,True,Q710P11g,2018,6,01
Sprint,LG,LG Stylo 4+,2019-12-23,2019-12-01,22,True,Q710P11I,2018,6,01
Sprint,LG,Nexus 5,2015-12-07,2015-11-01,36,True,MMB29K,2013,10,01
Sprint,LG,Nexus 5,2016-01-04,2016-01-01,3,True,MMB29S,2013,10,01
Sprint,LG,Nexus 5,2016-02-01,2016-02-01,0,False,MMB29Q,2013,10,01
Sprint,LG,Nexus 5,2016-04-01,2016-03-01,31,True,MOB30D,2013,10,01
Sprint,LG,Nexus 5,2016-05-02,2016-04-01,31,False,MOB30H,2013,10,01
Sprint,LG,Nexus 5,2016-06-06,2016-06-01,5,True,MOB30M,2013,10,01
Sprint,LG,Nexus 5,2016-07-06,2016-07-01,5,True,MOB30P,2013,10,01
